,fullId,y,yFull
78,1152a5db0db892286c52446b30bba6c,Fireplace,fireplace hearth open mantel
79,1157469f751cef3384d8771179b91037,, ship starcraft wow this rocks
80,1165e8de3cee9f706314698551cd43b,Lamp,lamp tablelamp furniture
81,11666b64fa53ee4c635f2989c7524167,Scissors,scissors pair of blue arts awesome cissors crafts cut cutting knife scis sciser scissers scissy sharp sissors sors
82,1166897b6654b853fb08da8fdf80aee9,ChessBoard,chessboard match lucifer friction cage sketchup d challenge entry bishop chess king knight medieval pawn queen rook
83,1166c209e067833ea44b6af22454453b,Rug,rug carpet carpeting 
84,11725f8822b05378313776ca7c7efe4d,, school schoolhouse project container briefcase toolbox
85,117450216bea0aefc8b92a60637b4064,, bullet slug ak army caliber gun military rifle sniper war wepons
86,1178a3589bdbaf19ed0d804498912ba8,ArcadeMachine,arcademachine game baby pac man arcade
87,118083b82350b53cb23e7e4bd2944793,Monitor,monitor attributes monitoring device dell lcd model number wp computer display pc screen
88,11832029ed477440e279c4dee8066f27,_StanfordSceneDBModels, stanfordscenedbmodels model simulation esl electro systems lab ct alarm detector fire smoke system
89,118644ba80aa5048ac59fb466121cd17,_StanfordSceneDBModels, stanfordscenedbmodels fooditem fruit attributestrain apple food nutrient architecture details interior
90,118886a00679ffc9322ed2ef5fc90e25,LightSwitch,lightswitch switch electric electrical old fashioned push button light antique double e vintage
91,118a3c4acff53478af9a03c11330e718,_StanfordSceneDBModels, stanfordscenedbmodels homo man human being d seated with legs crossed actor figure people person
92,118b78430192ee95e3f7a74e12a274ef,, table fontanarte gae aulenti
93,1191af0f64d011d5d67bf0abe6b24c95,, pencil sharpener musclecar cuda
94,1195f3e9e2d20c31af2bcf0b16fddd8f,Calculator,calculator sharp calculadora cient iacute fica scientific
95,1199a072702783fca326b007412ad4b1,Pencil,pencil eraser object sharpened
96,119ddb219f69b1cc492d9da2668ec34c,Chair,chair officechair haworth x task guest desk executive chiar office
97,11a094ea632449db32a756399014da6,Mattress,mattress x cm batley bedding kal lago leeds pillow red brick mill sleep
98,11a0f60b9baaaf59968608843530f3d7,_StanfordSceneDBModels, stanfordscenedbmodels pillbottle pill bottle pills drugs medication
99,11b1afefc63ce066b7390053af83c864,WallArt,wallart picture image icon ikon of ronald reagan for shoguns openning challenge black and white photoes bluexwingpilot shogun
100,11b54e1530c17829ec4bb690ca24962,OutdoorTable,outdoortable table srt smarties buy chalkboard cheap dining furniture tables display easel education board educational chairs folding mobile supplies felt noticeboard interactive whiteboard manufacturer seating unit office rollerboard school teaching university value
101,11b722334fe272e2b7802e8eb74a6704,Bed,bed queenbed smurf theme mathias smurfs
102,11c36239d379d1d9bf242467bd7a4ffc,, series serial publication square planter ss architectural cast concrete container decor exterior garden kornegay design landscape amenities landscaping lawn outdoor park patio planters pot pots precast public site furnishing street furnishings streetscape yard
103,11c785813efc4b8630eaaf40a8a562c1,SodaCan,sodacan soda can beverage drink pop
104,11d2b7d8c377632bd4d8765e3910f617,TrashBin,trashbin ashcan trash can garbage wastebin ash bin ashbin dustbin barrel mlwr container litter maglin outdoor furniture recycled content site sustainable
105,11d5e99e8faa10ff3564590844406360,Couch,couch evalsetwithprior evalsetexclude sofa lounge bed comfort cushion furniture trampoline
106,11db35134ded21f9b9d7c2fc41e80228,, shelf kitchen woodworking
107,11e515cd806010b974287c0ff7c0f69a,_StanfordSceneDBModels, stanfordscenedbmodels case halo improved bungie disc disk dvd game games hippopotamus microsoft xbox
108,11e98db089a66426ad5067eac75a07f7,Bench,bench forms surfaces reg foot backed pacifica trade short back freestanding no armrests architectural architecture benches and formsandsurfaces furniture landscape sbpac seating site
109,11ed3f0b1a09a6f99ebe905ef4009f84,ChessBoard,chessboard chess cheat bromus secalinus set redux bishop board chessmen king knight pawn queen
110,11f1511799d033ff7962150cab9888d6,Chair,chair modirondak adirondak make rietveld woodworking
111,11fa9b044482814ef91663a74ccd2338,Chair,chair officechair reply task mesh back without arms by steelcase office seating
112,1218c5a132371fcb7b6fd5468f603b31,_StanfordSceneDBModels, stanfordscenedbmodels scenegallerymodels cadmium cd atomic number 48 case chemist cut one open shut sketchosaurus two
113,12193ca7bef40d40a84aed1cd93567b2,Table,table accenttable leather top wine bevan funnell occasional furniture
114,121cf1ae08740534b8183a4a81361b94,Basket,basket handbasket 
115,1221201ed6aac041745b4b48c30a506e,Camera,camera webcam microsoft canones maxime mcp paradis
116,12238fe70f20f94613048bc4381266fe,MediaStorage,mediastorage wallunit wall unit entertainment center console hd samsung tv widescreen
117,1223b9275d2a2edacd4833986a6efe96,Table,table end 
118,122c2614d9b5b0bc3a00cfa3e3cb7dc5,TrashBin,trashbin bin mesh rubbish
119,123c5debc3bed09f1fdc97905708b8ea,PersonStanding,personstanding person rune armour adelar advanced armadura arms azul blue boots cape colors full helm game gloves gods guth guthix helmet jogo kiteshield legs man platebodies platebody platelegs purple runescape runite sara saradomin scheidt set trimmed warrior wood zammy zamorak
120,123c9acf2f03169b66123e198876a388,_StanfordSceneDBModels, stanfordscenedbmodels cup european estadio football soccer sport stadium trophy
121,124a5d334a76a95ac710265e1c552c85,Plant,plant oak tree sandbox
122,12512248e7156f2b28057692a61ef053,, air conditioner a c unit inches tall architecture condenser hvac
123,125272be2901179883905d9105641cb5,PictureFrame,pictureframe picture frame free standing wood portrait format a size freestanding
124,1257976df3606918e6151088c69a31b2,, saucepan electric
125,125cb574977319c844b0e82e0204ffaa,, pottery clayware moroccan
126,125dd03219b9c4b54ce4c7044f859dd,, rpg anti armor bazooka explosive heat launcher missile modern nva rf rocket russian soviet stinger tank vietnam warfare weapon
127,12637d1f343b10c943a003664127a27a,, adam ecstasy xtc go disco biscuit cristal x hug drug snow globe
128,126bc2de1d567f8587a1c16793982084,_StanfordSceneDBModels, stanfordscenedbmodels chemistry livros de qu iacute mica books of libros biblioteca boek book buch ensino escola fundamental libro livraria livre livro quimica school
129,126c6ed6536880517c8489092272d18,_StanfordSceneDBModels, stanfordscenedbmodels paperclip paper clip gem large binder
130,1271008cb91e253bad5067eac75a07f7,Bench,bench forms surfaces reg backless knight trade armrests architectural architecture benches eight foot and formsandsurfaces furniture ipe landscape sbkni seating site wood wooden
131,12732a44b379023b36f48f84cffbe669,_StanfordSceneDBModels, stanfordscenedbmodels shackle bond hamper trammel ska skag
132,1276e45e4c314c39e70ce0944e08d28e,PottedPlant,pottedplant plant flora life vaso com galhos vase
133,127a3b72784f610c5decd231aa7179c0,Gun,gun pink m battle firearm machine usa vietnam war weapon
134,127aff49c9378499ae685ca100c909e8,Lamp,lamp tablelamp desk indonesia
135,127e1126411e0c8969cbec8c849925a,, octopus creature eight legged octopuses
136,12811f9d9ca31586f383178a3696f29,ArcadeMachine,arcademachine dynamo photon air hockey arcade
137,12816c0d897c1473f648b8701583b123,, perfume essence
138,1284f68442d655653d2d28eadc37978a,, control controller digidesign console pro tools surface
139,1285f0a36d2836ba9b426f5f965c4d47,Lamp,lamp tablelamp table bedside light
140,128ecbc10df5b05d96eaf1340564a4de,_StanfordSceneDBModels, stanfordscenedbmodels drinkingutensil mug
141,12917ced4d5465c5f08b8467bda831,ChestOfDrawers,chestofdrawers dresserwithmirror dresser chest of drawers bureau drawer with mirror architecture furniture traditional
142,1291c573a61eddce6645417f261885f4,, statue of boromir hero gondor amon hen fellowship lionhead lord the rings lotr minas tirith osgiliath
143,1298634053ad50d36d07c55cf995503e,_StanfordSceneDBModels, stanfordscenedbmodels scenegallerymodels webcam logitech button cam camera computer detailed internet keyboard mouse mousepad quick quickcam sketchosaurus speakers switch thingy web yay
144,12a565f8aecaafcbce41b639931f9ca1,CerealBox,cerealbox cereal box cicipopo stock brown sugar starberry fruit chocolate candy dinnre food doughnut dougnuts flour nice good sweet taste top cream creamed creamy brownies breakfast coffee package pakcage special dinner cookie cookies cook cooking coocking king burger mcdonalds katsup ketchup white dark pillow products main course table chair made in china factory cici popo pop tarts toast beer soda drink alcohol martini stomac blood energy fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange ba a flavored apple cherry berry barry barrel
145,12a64182bbaee7a12b2444829a3507de,Rack,rack 1shelves shelf cubby coat
146,12a73cdd42517d8f65331068961955c9,Bed,bed childbed for a child kinderbett bett cot crib werkzeichnung
147,12aa2e17776fc141fdddc29bb3e72366,, eustreptospondylus oxoniensis andes animal apartement architecture beast big bird brown building bush canyon cave cool model costruction desert detail dino dinosaur domestic europa forest geometry giant grand grass hills house island jurrasic kerkythea lake mountains nature photo photoshop plains plateau prehistoric rainforest render reptile rock scale sea shape skin smooth theropod tree tropical uge valley wildlife
148,12aa829de18f4e6ad5cb6d178687b980,Lamp,lamp tablelamp table poul henningsen frac glass louis poulsen modern ph
149,12b8bed00b5a5c4f58c91b3c0df5fef,, cell single point load mounting electronic scale force transducer cells platform weighing assembly
150,12bb4cd01d6e34908e506821bf7d2e2e,FlagPole,flagpole pin flag united states on pole america american cloth low lowpoly national of poly polygon stars stripes usa
151,12bfa757452ae83d4c5341ee07f41676,_StanfordSceneDBModels, stanfordscenedbmodels paper lined white
152,12c0b15c8ed8a3edb039d8689a74349,Lamp,lamp tablelamp mini desk podium furniture home house light lighting living room shade table wood wooden
153,12c1b3fa24cce3e75745b9fe8da12812,Monitor,monitor monitoring device acer screen
154,12c3a4561242a6fe840045f49392aafa,Cabinet,cabinet supermarket frozen food with doors 
155,12d44fd814bc9b40ec2a7a1f5fe7365d,Lamp,lamp desklamp modefied arm desk kt
156,12d643221a3edaa4ab361b6be63163da,Vase,vase vaso pot pots vases vasos
157,12d66fb050f08f66de266657cf7d5a9a,TV,tv television receiver set idiot box boob tube telly goggle philips lcd pf breedbeeld breedbeeldtelevisie crystalclear hd ready hdready
158,12d96d7eba8b23be1a83bb2623c06ea4,, van x ford bumper crawler custom diamond drive fab four grill guard lifted light luggage mud offroad panel plate rack rig rock steel wheel winch
159,12ddd9e1fa8912ae1bfccceeaa1b7669,_StanfordSceneDBModels, stanfordscenedbmodels toyfigure plaything toy japanese new year decoration decorations
160,12df0535bb43633abdd9b7a602ec35ec,Table,table brazilian from etna
161,12e28d27e25d73545b7e7c731e3e1278,_StanfordSceneDBModels, stanfordscenedbmodels holder paper towel hanger kitchen papertowel
162,12e71d04b2cfff5677a9fab0a7234242,, fountain fount romanesque romanic water well
163,12eedf28d9a948556c1cd53dbc9f7b8e,Gun,gun attributestrain firearm piece small arm american firearms game master copy emag halo hunting pistol revolver scope shooting sniper weapon
164,12ef6a01a40d91abc7fcc0c14750d6f1,Stool,stool stanfordscenedbmodels art mpo room metal mpoart nhm plastic
165,12f1e4964078850cc7113d9e058b9db7,Cabinet,cabinet sideboard buffet counter cupboard dining room furniture
166,12f4d8c20ef311d988dcbe86402c7c15,Chair,chair recliner rowe piccadilly armchair side traditional transitional upholstery
167,12f73aad13ac53f57104cceeff1190e4,, drum metal low poly gallon k barrel
168,130efc1031fe4450dc8c9a9abc47eed5,Lamp,lamp walllamp sconce modified wall
169,13123a44924ddd2fb9ecfc3b6497aac6,Computer,computer laptop stanfordscenedbmodels scenegallerymodels evalsetinscenes notebook menina computador girl teen
170,1316780d9b4a8ca71bb088904f7cb154,MediaStorage,mediastorage wallunit tvstand stand modular entertainment unit contemporary furniture center modern tv wood
171,131d83137561c34a1654963ad1f2507c,, tardis bbc dr who police box time lord
172,1320733bad7f2cfd8fac6a8030e15671,Window,window cherry frame wood
173,132325926d85caa6d0c63a304a95442d,, xerox copy blueprint copier equipment large machine office
174,1324cdd76d94a6cec7a3afc566c84174,Stapler,stapler stapling machine mini
175,13290e02935a82a22846fa729d90e125,Microwave,microwave evalsetnoscenesnoprior oven microwelle
176,132c26bffca731b2d1b043d67d0564f4,Sword,sword blade brand steel a fantasy
177,132dd9e43e8184a63c7744a1a3d9dba0,Violin,violin attributes fiddle geige string music intrument musik drum drums guitar jazz mandolin piano schlagzeug strings violine
178,132ffa7d607ffc53d810b14a81e12eca,MediaStorage,mediastorage tvstand stand blu dot drawer console by smart furniture media furiture tv
179,13335c01414d6fd85af897847a7513ca,Book,book dictionary lexicon 
180,133c16fc6ca7d77676bb31db0358e9c6,Suitcase,suitcase stanfordscenedbmodels bag traveling travelling grip luggage bolsa mala mochila
181,133f2d360f9b8691f5ee22e800bb9145,Couch,couch sofa lounge 
182,1342351a82465eeef2cdad303f49c9f9,USBStick,usbstick stanfordscenedbmodels usb lietuva lithuania trimatis
183,134566ae853484b4f01a355e7890ec96,Bench,bench herman miller reg nelson platform from smart furniture designer george modern seating
184,134f02ebd131483a51dcbc4ed8d9a49b,, clothing article of vesture wear wearable habiliment pc drum
185,1353cedbb3989a5ffd3e1da8df8780a3,, platter serving
186,1359d27a3d2dd1e6616b1821375380fe,Desk,desk reception furniture office
187,135edda466e3b149df63d1c7e43c783f,Table,table roundtable sa eero saarinen low matrix international tavolo basso
188,1361850926bce33f84e64ea9646404ec,Lamp,lamp floorlamp floor west elm tapered wood blue marble project furniture light lighting
189,1362a7a9557aaaf2ee1d1f2a191c8dc3,_StanfordSceneDBModels, stanfordscenedbmodels dart board game darts
190,136ca0f40375aa26d56cc378741d37e8,Rug,rug carpet carpeting seamless fabric textures furniture norwalk texture tileable
191,136ecacc784ae0abb05b1b33d7b95a86,, adjustable wrench spanner crescent style crescentwrench
192,136ef91c95ca5c2d4b9a4e1a888c5f59,CellPhone,cellphone cellular telephone phone cell mobile nokia xpress music handy i lg sony erricsson touch screen
193,136f324d97cbbbddaa9981fc7a12f6eb,TV,tv attributes television receiver set idiot box boob tube telly goggle tesla color bedna prijimac reciever televize televizor telka
194,1376723fa98487933f197465f86dea52,CellPhone,cellphone attributestrain nokia
195,137e78f5b0fdb666c325c205463de4b7,TrashBin,trashbin bin hulingen pedal ikea cestino recyc le
196,1383d18af610241f69d8d5b35c38db0d,Chair,chair sidechair dining furniture room dinning
197,1383dcbd17cbc474e43f40ae23b6b0db,WallArt,wallart picture stanfordscenedbmodels image icon ikon painting decoration interior wall
198,138425ca49d27ad5d01673c7c57450c9,, lampa
199,1389e932a2c776d83c143af07c12991a,Plate,plate stanfordscenedbmodels scenegallerymodels stack of plates dinning kitchen
200,13961f08fe5b4c549ef60e9225cbea3a,Teapot,teapot stanfordscenedbmodels tea pot chaleira cozinha kitchen real realistica realystic
201,139af10e719186bddaa266217a65f9d7,Teapot,teapot house fantasy
202,13a4536a8c7dbc87e3f7a74e12a274ef,Table,table stanfordscenedbmodels roundtable
203,13a913b33fb29f7741f9f28bc4fa9522,TissueBox,tissuebox box tissue tissuey and boxish
204,13aa33650c706094732375ced502498,Chair,chair attributestrain dining room chairs rooms set sets dinner furnishings furniture wood working
205,13add1d4cdcea59b73d0d75d212ea96b,FoodItem,fooditem sandwich ham basic somewhat low poly food olay turkey
206,13af92fb42fdc0d774d5a6a8a8e5a2e,Cat,cat true and animal check claw claws dog freewebs head leg my nose out paw paws please rate sketchosaurus website whiskers
207,13b21a14f05a33b5d1ca7d901a14ac37,, bromi cerdo animal decoracion decoration fantasy juguete pig rubicundo toy
208,13b365ef4887f5d388a942de43574033,Lamp,lamp ceilinglamp wheaton pendant fixture light luminaire
209,13b48456dad49f8762edbb9e1af21a03,FoodItem,fooditem cake bar happy birthday cool fan flower friends house kite love nice queen rat rose school teddy very yummmy
210,13b4f0c8e3e0ee254b70ab68e918c7e9,_StanfordSceneDBModels, stanfordscenedbmodels evalsetinscenes controller remote controll vid eacute otron manette videotron
211,13bb9deed3f8646bc34335c1a2a9193f,ChestOfDrawers,chestofdrawers armoire 
212,13c18609602e4ced37b2bb75885cfc44,Chair,chair chairwithottoman recliner reclining lounger cowhide herman miller chaise cow designer eames hair hide horse modern office retro rug seat sofa stylish
213,13c480eb5d2a1f4b71c690692c393680,Rack,rack clothes design ellos interior
214,13c8bf6b41e555b78821ad3452f1c8c9,Lamp,lamp lamppost elegant post architect architecture austere british bulb component era exquisite iron lamps lantern light lightbulb london luminous street streetlight streets victorian
215,13ce46c3ba8951bf4fb6842b3610149,Key,key aircraft air canada a airplane general electric
216,13dbeeacdabce3b694658a0201ba0367,ChestOfDrawers,chestofdrawers armoire dresser wardrobe closet press architecture furniture traditional
217,13e16d7db78d89b3cec8a10ad1c084eb,FlagPole,flagpole pin flag soviet union with of socialist republics red banner communist
218,13ec920416ec5b7786d06929bacb135d,, link linkup tie in twilight princess nintendo
219,13f565d814bd5647adcda92177beb1f7,ChestOfDrawers,chestofdrawers armoire wardrobe closet press bedroom furniture zane
220,14001acf205ea91b2afaad8f8aa355eb,IroningBoard,ironingboard daska za peglanje
221,1406f1f699148107c3c490f07ec71ff,TV,tv attributestrain television receiver set idiot box boob tube telly goggle
222,141321434ea6f5aa3b08200028f31a6a,CuttingBoard,cuttingboard chopping board cutting shop projects wooden
223,141de0993dd1f2f24efc7e7114f1b9c5,PottedPlant,pottedplant stanfordscenedbmodels plant flora life bush clay pot fern garden horticulture landscaping potted shrub tree
224,141ec8366ab78901841b1fe31653b9a7,WallArt,wallart pictureframe frame classic style photo rio brasil
225,1423bde1b40d8d2f25ad20bb66839d61,_StanfordSceneDBModels, stanfordscenedbmodels taw shooter toothpick clothes pin
226,1425e087abbd67afe3f7a74e12a274ef,, interior decoration decor
227,142f1bd1987ce39e35836c728d324152,Desk,desk attributes kare coco schreibtisch design lifestyle living room office trendy wohnen wohnzimmer
228,1438cbb6c92e0b061c19e7863a1c200b,Desk,desk t luna contemporary furniture office pinifarina study
229,1444822d28a7f2632a526e2e9a7e9ae,_StanfordSceneDBModels, stanfordscenedbmodels basket clothes hamper laundry voider
230,144632b8f8f2c1f8201cbed672acdcde,, braun eva cepillo dental electrico oxyjet
231,1447b7ce0e27481efccbc35ad248e812,Cabinet,cabinet sideboard ikea bonde glass
232,144adb2c599ab09698d5fc0473d00a1c,Bookcase,bookcase component constituent element kare cabana library small bibliothekelement b ouml den schmal bibliothek design garderobe hall lifestyle living room office trendy wohnen wohnzimmer
233,144af73b14ddcf9bd4ce7791dd1b1466,Oven,oven gaggenau eb double wall appliance kitchen range stove
234,144bb8dd1756c4002bf47341dbd96eb,Plant,plant flora life rose beautiful red single romantic valentines day
235,1452b2edf9ad18b48d481397d30db1b6,Refrigerator,refrigerator electric fridge cola alpinoks coca coke cold cool cooler cube drink ice inoksan kola
236,145b3e858ba17332bc4ac3caf16ef65,Table,table endtable pretty end glass horse bunnyz
237,14624a2cc43aac50e3a031805ace4a99,Table,table diningtable stanfordscenedbmodels roundtable dining board with cloth
238,14656fe47266b0eb88e7662971dc736f,Lamp,lamp floorlamp desklamp worldlamp position adjustable anglepoise arm length army artemide asia axis balanced bamboo beeche wood coil spring counter balance counterweight counterweights coupling desk electric extension factory floor folding force furniture insulation material lift longer luxo mechanical ministerie of development motion parallelogram physics pivoting professional spotlight stand swing tasklamp technique tolomeo work
239,1470c6423b877a0882fcee0c19bca00a,Couch,couch sofa lounge leather
240,14726c2482a092d3a9fe1734a6086750,CellPhone,cellphone cellular telephone phone cell mobile classic old reto tele
241,14755c2ee8e693aba508f621166382b0,Piano,piano pianoforte forte textured bechstein open beauty concert grand craftsman craftsmanship inside intricacies mechanics music box precision workings yosofun
242,147cc06e62a3020e3401ec7170d72c6e,Fruit,fruit gift alt ctrl elite etc leaf stem
