,fullId,y,yFull
74,11a094ea632449db32a756399014da6,Mattress,mattress x cm batley bedding kal lago leeds pillow red brick mill sleep
75,11a0f60b9baaaf59968608843530f3d7,_StanfordSceneDBModels, stanfordscenedbmodels pillbottle pill bottle pills drugs medication
76,11b1afefc63ce066b7390053af83c864,WallArt,wallart picture image icon ikon of ronald reagan for shoguns openning challenge black and white photoes bluexwingpilot shogun
77,11b54e1530c17829ec4bb690ca24962,OutdoorTable,outdoortable table srt smarties buy chalkboard cheap dining furniture tables display easel education board educational chairs folding mobile supplies felt noticeboard interactive whiteboard manufacturer seating unit office rollerboard school teaching university value
78,11b722334fe272e2b7802e8eb74a6704,Bed,bed queenbed smurf theme mathias smurfs
79,11c785813efc4b8630eaaf40a8a562c1,SodaCan,sodacan soda can beverage drink pop
80,11d2b7d8c377632bd4d8765e3910f617,TrashBin,trashbin ashcan trash can garbage wastebin ash bin ashbin dustbin barrel mlwr container litter maglin outdoor furniture recycled content site sustainable
81,11d5e99e8faa10ff3564590844406360,Couch,couch evalsetwithprior evalsetexclude sofa lounge bed comfort cushion furniture trampoline
82,11e515cd806010b974287c0ff7c0f69a,_StanfordSceneDBModels, stanfordscenedbmodels case halo improved bungie disc disk dvd game games hippopotamus microsoft xbox
83,11e98db089a66426ad5067eac75a07f7,Bench,bench forms surfaces reg foot backed pacifica trade short back freestanding no armrests architectural architecture benches and formsandsurfaces furniture landscape sbpac seating site
84,11ed3f0b1a09a6f99ebe905ef4009f84,ChessBoard,chessboard chess cheat bromus secalinus set redux bishop board chessmen king knight pawn queen
85,11f1511799d033ff7962150cab9888d6,Chair,chair modirondak adirondak make rietveld woodworking
86,11fa9b044482814ef91663a74ccd2338,Chair,chair officechair reply task mesh back without arms by steelcase office seating
87,1218c5a132371fcb7b6fd5468f603b31,_StanfordSceneDBModels, stanfordscenedbmodels scenegallerymodels cadmium cd atomic number 48 case chemist cut one open shut sketchosaurus two
88,12193ca7bef40d40a84aed1cd93567b2,Table,table accenttable leather top wine bevan funnell occasional furniture
89,121cf1ae08740534b8183a4a81361b94,Basket,basket handbasket 
90,1221201ed6aac041745b4b48c30a506e,Camera,camera webcam microsoft canones maxime mcp paradis
91,12238fe70f20f94613048bc4381266fe,MediaStorage,mediastorage wallunit wall unit entertainment center console hd samsung tv widescreen
92,1223b9275d2a2edacd4833986a6efe96,Table,table end 
93,122c2614d9b5b0bc3a00cfa3e3cb7dc5,TrashBin,trashbin bin mesh rubbish
94,123c5debc3bed09f1fdc97905708b8ea,PersonStanding,personstanding person rune armour adelar advanced armadura arms azul blue boots cape colors full helm game gloves gods guth guthix helmet jogo kiteshield legs man platebodies platebody platelegs purple runescape runite sara saradomin scheidt set trimmed warrior wood zammy zamorak
95,123c9acf2f03169b66123e198876a388,_StanfordSceneDBModels, stanfordscenedbmodels cup european estadio football soccer sport stadium trophy
96,124a5d334a76a95ac710265e1c552c85,Plant,plant oak tree sandbox
97,125272be2901179883905d9105641cb5,PictureFrame,pictureframe picture frame free standing wood portrait format a size freestanding
98,126bc2de1d567f8587a1c16793982084,_StanfordSceneDBModels, stanfordscenedbmodels chemistry livros de qu iacute mica books of libros biblioteca boek book buch ensino escola fundamental libro livraria livre livro quimica school
99,126c6ed6536880517c8489092272d18,_StanfordSceneDBModels, stanfordscenedbmodels paperclip paper clip gem large binder
100,1271008cb91e253bad5067eac75a07f7,Bench,bench forms surfaces reg backless knight trade armrests architectural architecture benches eight foot and formsandsurfaces furniture ipe landscape sbkni seating site wood wooden
101,12732a44b379023b36f48f84cffbe669,_StanfordSceneDBModels, stanfordscenedbmodels shackle bond hamper trammel ska skag
102,1276e45e4c314c39e70ce0944e08d28e,PottedPlant,pottedplant plant flora life vaso com galhos vase
103,127a3b72784f610c5decd231aa7179c0,Gun,gun pink m battle firearm machine usa vietnam war weapon
104,127aff49c9378499ae685ca100c909e8,Lamp,lamp tablelamp desk indonesia
105,12811f9d9ca31586f383178a3696f29,ArcadeMachine,arcademachine dynamo photon air hockey arcade
106,1285f0a36d2836ba9b426f5f965c4d47,Lamp,lamp tablelamp table bedside light
107,128ecbc10df5b05d96eaf1340564a4de,_StanfordSceneDBModels, stanfordscenedbmodels drinkingutensil mug
108,12917ced4d5465c5f08b8467bda831,ChestOfDrawers,chestofdrawers dresserwithmirror dresser chest of drawers bureau drawer with mirror architecture furniture traditional
109,1298634053ad50d36d07c55cf995503e,_StanfordSceneDBModels, stanfordscenedbmodels scenegallerymodels webcam logitech button cam camera computer detailed internet keyboard mouse mousepad quick quickcam sketchosaurus speakers switch thingy web yay
110,12a565f8aecaafcbce41b639931f9ca1,CerealBox,cerealbox cereal box cicipopo stock brown sugar starberry fruit chocolate candy dinnre food doughnut dougnuts flour nice good sweet taste top cream creamed creamy brownies breakfast coffee package pakcage special dinner cookie cookies cook cooking coocking king burger mcdonalds katsup ketchup white dark pillow products main course table chair made in china factory cici popo pop tarts toast beer soda drink alcohol martini stomac blood energy fish meat carbohidranti trash plastic kitchen citken chiken shop shelf fabricated orange ba a flavored apple cherry berry barry barrel
111,12a64182bbaee7a12b2444829a3507de,Rack,rack 1shelves shelf cubby coat
112,12a73cdd42517d8f65331068961955c9,Bed,bed childbed for a child kinderbett bett cot crib werkzeichnung
113,12aa829de18f4e6ad5cb6d178687b980,Lamp,lamp tablelamp table poul henningsen frac glass louis poulsen modern ph
114,12bb4cd01d6e34908e506821bf7d2e2e,FlagPole,flagpole pin flag united states on pole america american cloth low lowpoly national of poly polygon stars stripes usa
115,12bfa757452ae83d4c5341ee07f41676,_StanfordSceneDBModels, stanfordscenedbmodels paper lined white
116,12c0b15c8ed8a3edb039d8689a74349,Lamp,lamp tablelamp mini desk podium furniture home house light lighting living room shade table wood wooden
117,12c1b3fa24cce3e75745b9fe8da12812,Monitor,monitor monitoring device acer screen
118,12c3a4561242a6fe840045f49392aafa,Cabinet,cabinet supermarket frozen food with doors 
119,12d44fd814bc9b40ec2a7a1f5fe7365d,Lamp,lamp desklamp modefied arm desk kt
120,12d643221a3edaa4ab361b6be63163da,Vase,vase vaso pot pots vases vasos
121,12d66fb050f08f66de266657cf7d5a9a,TV,tv television receiver set idiot box boob tube telly goggle philips lcd pf breedbeeld breedbeeldtelevisie crystalclear hd ready hdready
122,12ddd9e1fa8912ae1bfccceeaa1b7669,_StanfordSceneDBModels, stanfordscenedbmodels toyfigure plaything toy japanese new year decoration decorations
123,12df0535bb43633abdd9b7a602ec35ec,Table,table brazilian from etna
124,12e28d27e25d73545b7e7c731e3e1278,_StanfordSceneDBModels, stanfordscenedbmodels holder paper towel hanger kitchen papertowel
125,12eedf28d9a948556c1cd53dbc9f7b8e,Gun,gun attributestrain firearm piece small arm american firearms game master copy emag halo hunting pistol revolver scope shooting sniper weapon
126,12ef6a01a40d91abc7fcc0c14750d6f1,Stool,stool stanfordscenedbmodels art mpo room metal mpoart nhm plastic
127,12f1e4964078850cc7113d9e058b9db7,Cabinet,cabinet sideboard buffet counter cupboard dining room furniture
128,12f4d8c20ef311d988dcbe86402c7c15,Chair,chair recliner rowe piccadilly armchair side traditional transitional upholstery
129,130efc1031fe4450dc8c9a9abc47eed5,Lamp,lamp walllamp sconce modified wall
130,13123a44924ddd2fb9ecfc3b6497aac6,Computer,computer laptop stanfordscenedbmodels scenegallerymodels evalsetinscenes notebook menina computador girl teen
131,1316780d9b4a8ca71bb088904f7cb154,MediaStorage,mediastorage wallunit tvstand stand modular entertainment unit contemporary furniture center modern tv wood
132,1320733bad7f2cfd8fac6a8030e15671,Window,window cherry frame wood
133,1324cdd76d94a6cec7a3afc566c84174,Stapler,stapler stapling machine mini
134,13290e02935a82a22846fa729d90e125,Microwave,microwave evalsetnoscenesnoprior oven microwelle
135,132c26bffca731b2d1b043d67d0564f4,Sword,sword blade brand steel a fantasy
136,132dd9e43e8184a63c7744a1a3d9dba0,Violin,violin attributes fiddle geige string music intrument musik drum drums guitar jazz mandolin piano schlagzeug strings violine
137,132ffa7d607ffc53d810b14a81e12eca,MediaStorage,mediastorage tvstand stand blu dot drawer console by smart furniture media furiture tv
138,13335c01414d6fd85af897847a7513ca,Book,book dictionary lexicon 
139,133c16fc6ca7d77676bb31db0358e9c6,Suitcase,suitcase stanfordscenedbmodels bag traveling travelling grip luggage bolsa mala mochila
140,133f2d360f9b8691f5ee22e800bb9145,Couch,couch sofa lounge 
141,1342351a82465eeef2cdad303f49c9f9,USBStick,usbstick stanfordscenedbmodels usb lietuva lithuania trimatis
142,134566ae853484b4f01a355e7890ec96,Bench,bench herman miller reg nelson platform from smart furniture designer george modern seating
143,1359d27a3d2dd1e6616b1821375380fe,Desk,desk reception furniture office
144,135edda466e3b149df63d1c7e43c783f,Table,table roundtable sa eero saarinen low matrix international tavolo basso
145,1361850926bce33f84e64ea9646404ec,Lamp,lamp floorlamp floor west elm tapered wood blue marble project furniture light lighting
146,1362a7a9557aaaf2ee1d1f2a191c8dc3,_StanfordSceneDBModels, stanfordscenedbmodels dart board game darts
147,136ca0f40375aa26d56cc378741d37e8,Rug,rug carpet carpeting seamless fabric textures furniture norwalk texture tileable
148,136ef91c95ca5c2d4b9a4e1a888c5f59,CellPhone,cellphone cellular telephone phone cell mobile nokia xpress music handy i lg sony erricsson touch screen
149,136f324d97cbbbddaa9981fc7a12f6eb,TV,tv attributes television receiver set idiot box boob tube telly goggle tesla color bedna prijimac reciever televize televizor telka
150,1376723fa98487933f197465f86dea52,CellPhone,cellphone attributestrain nokia
151,137e78f5b0fdb666c325c205463de4b7,TrashBin,trashbin bin hulingen pedal ikea cestino recyc le
152,1383d18af610241f69d8d5b35c38db0d,Chair,chair sidechair dining furniture room dinning
153,1383dcbd17cbc474e43f40ae23b6b0db,WallArt,wallart picture stanfordscenedbmodels image icon ikon painting decoration interior wall
154,1389e932a2c776d83c143af07c12991a,Plate,plate stanfordscenedbmodels scenegallerymodels stack of plates dinning kitchen
155,13961f08fe5b4c549ef60e9225cbea3a,Teapot,teapot stanfordscenedbmodels tea pot chaleira cozinha kitchen real realistica realystic
156,139af10e719186bddaa266217a65f9d7,Teapot,teapot house fantasy
157,13a4536a8c7dbc87e3f7a74e12a274ef,Table,table stanfordscenedbmodels roundtable
158,13a913b33fb29f7741f9f28bc4fa9522,TissueBox,tissuebox box tissue tissuey and boxish
159,13aa33650c706094732375ced502498,Chair,chair attributestrain dining room chairs rooms set sets dinner furnishings furniture wood working
160,13add1d4cdcea59b73d0d75d212ea96b,FoodItem,fooditem sandwich ham basic somewhat low poly food olay turkey
161,13af92fb42fdc0d774d5a6a8a8e5a2e,Cat,cat true and animal check claw claws dog freewebs head leg my nose out paw paws please rate sketchosaurus website whiskers
162,13b365ef4887f5d388a942de43574033,Lamp,lamp ceilinglamp wheaton pendant fixture light luminaire
163,13b48456dad49f8762edbb9e1af21a03,FoodItem,fooditem cake bar happy birthday cool fan flower friends house kite love nice queen rat rose school teddy very yummmy
164,13b4f0c8e3e0ee254b70ab68e918c7e9,_StanfordSceneDBModels, stanfordscenedbmodels evalsetinscenes controller remote controll vid eacute otron manette videotron
165,13bb9deed3f8646bc34335c1a2a9193f,ChestOfDrawers,chestofdrawers armoire 
166,13c18609602e4ced37b2bb75885cfc44,Chair,chair chairwithottoman recliner reclining lounger cowhide herman miller chaise cow designer eames hair hide horse modern office retro rug seat sofa stylish
167,13c480eb5d2a1f4b71c690692c393680,Rack,rack clothes design ellos interior
168,13c8bf6b41e555b78821ad3452f1c8c9,Lamp,lamp lamppost elegant post architect architecture austere british bulb component era exquisite iron lamps lantern light lightbulb london luminous street streetlight streets victorian
169,13ce46c3ba8951bf4fb6842b3610149,Key,key aircraft air canada a airplane general electric
170,13dbeeacdabce3b694658a0201ba0367,ChestOfDrawers,chestofdrawers armoire dresser wardrobe closet press architecture furniture traditional
171,13e16d7db78d89b3cec8a10ad1c084eb,FlagPole,flagpole pin flag soviet union with of socialist republics red banner communist
172,13f565d814bd5647adcda92177beb1f7,ChestOfDrawers,chestofdrawers armoire wardrobe closet press bedroom furniture zane
173,14001acf205ea91b2afaad8f8aa355eb,IroningBoard,ironingboard daska za peglanje
174,1406f1f699148107c3c490f07ec71ff,TV,tv attributestrain television receiver set idiot box boob tube telly goggle
175,141321434ea6f5aa3b08200028f31a6a,CuttingBoard,cuttingboard chopping board cutting shop projects wooden
176,141de0993dd1f2f24efc7e7114f1b9c5,PottedPlant,pottedplant stanfordscenedbmodels plant flora life bush clay pot fern garden horticulture landscaping potted shrub tree
177,141ec8366ab78901841b1fe31653b9a7,WallArt,wallart pictureframe frame classic style photo rio brasil
178,1423bde1b40d8d2f25ad20bb66839d61,_StanfordSceneDBModels, stanfordscenedbmodels taw shooter toothpick clothes pin
179,142f1bd1987ce39e35836c728d324152,Desk,desk attributes kare coco schreibtisch design lifestyle living room office trendy wohnen wohnzimmer
180,1438cbb6c92e0b061c19e7863a1c200b,Desk,desk t luna contemporary furniture office pinifarina study
181,1444822d28a7f2632a526e2e9a7e9ae,_StanfordSceneDBModels, stanfordscenedbmodels basket clothes hamper laundry voider
182,1447b7ce0e27481efccbc35ad248e812,Cabinet,cabinet sideboard ikea bonde glass
183,144adb2c599ab09698d5fc0473d00a1c,Bookcase,bookcase component constituent element kare cabana library small bibliothekelement b ouml den schmal bibliothek design garderobe hall lifestyle living room office trendy wohnen wohnzimmer
184,144af73b14ddcf9bd4ce7791dd1b1466,Oven,oven gaggenau eb double wall appliance kitchen range stove
185,144bb8dd1756c4002bf47341dbd96eb,Plant,plant flora life rose beautiful red single romantic valentines day
186,1452b2edf9ad18b48d481397d30db1b6,Refrigerator,refrigerator electric fridge cola alpinoks coca coke cold cool cooler cube drink ice inoksan kola
187,145b3e858ba17332bc4ac3caf16ef65,Table,table endtable pretty end glass horse bunnyz
188,14624a2cc43aac50e3a031805ace4a99,Table,table diningtable stanfordscenedbmodels roundtable dining board with cloth
189,14656fe47266b0eb88e7662971dc736f,Lamp,lamp floorlamp desklamp worldlamp position adjustable anglepoise arm length army artemide asia axis balanced bamboo beeche wood coil spring counter balance counterweight counterweights coupling desk electric extension factory floor folding force furniture insulation material lift longer luxo mechanical ministerie of development motion parallelogram physics pivoting professional spotlight stand swing tasklamp technique tolomeo work
190,1470c6423b877a0882fcee0c19bca00a,Couch,couch sofa lounge leather
191,14726c2482a092d3a9fe1734a6086750,CellPhone,cellphone cellular telephone phone cell mobile classic old reto tele
192,14755c2ee8e693aba508f621166382b0,Piano,piano pianoforte forte textured bechstein open beauty concert grand craftsman craftsmanship inside intricacies mechanics music box precision workings yosofun
193,147cc06e62a3020e3401ec7170d72c6e,Fruit,fruit gift alt ctrl elite etc leaf stem
194,1481ab0f22540f6d1471cf7290b934a9,Bathtub,bathtub bathing tub bath bathroom
195,1482036d8ce3b51ffc0035da39bd5e1,Table,table roundtable rondo lift classroom teacher
196,148c15134e44c39eb2f9870de6826588,Cabinet,cabinet bayside diagonal front corner base dcb one door drawer bath bathroom cabinetry cabinets designer gold series elkay kitchen medallion
197,14904414e110d49b74dfa265f936ad38,Stool,stool modern architecture chair furniture seating
198,1492b65a4dedd2612a384701382c9079,Whiteboard,whiteboard dining table board white meeting room papan tulis ruang
199,149733a616f846a2b661587eebd6c4d7,TV,tv television receiver set idiot box boob tube telly goggle flatscreen cool flat rca samsung sanyo screen sony tivo
200,14977bca24205cc2a6fee8e2140acec9,Chair,chair officechair eames office 
201,149a105979cad722c1467c54b9e09ce5,Cabinet,cabinet filing furniture home office
202,14a0e49caa52c64876b7125ca47291cb,Knife,knife m combat ak terrorist
203,14a8f8abe72c6966fd2d8538d9735dd9,AccentTable,accenttable table piano bureau design desk executive office furniture herman miller meubles mobilier de
204,14c40e5ccc4fe01d492d9da2668ec34c,Chair,chair officesidechair haworth candor chiar sas a b classic guest modern office
205,14cbef4f4a67e57a4cf9c858305a22f8,Lamp,lamp demon angel art light man sculpture statue
206,14ce35d3ec22faee70d45c28bef72613,Cabinet,cabinet corner wine adjustable shelves bead board cherry feet furniture legs queen anne bottle wire basket wrought iron
207,14d294a678561c367b72437fd995483b,Table,table de chevet avec tiroir bois
208,14d31ee208e1823f48b9fefd9341bfa,FoodItem,fooditem donut doughnut sinker giant glazed big enormous tall
209,14df58bdedfbb41141edb96d309c9a23,Cap,cap new era white sox fifty hat red sticker york
210,14e3023f03787b204a736b2733b8d89e,PersonStanding,personstanding person sculpture woman frau skulptur
211,14e4cb9d8fd5c29f60467dddaf5cfe3f,_StanfordSceneDBModels, stanfordscenedbmodels toyfigure plaything toy george w hart cagework version no shadows dodecahedron icosahedron pentagons polyhedra polyhedral polyhedron truncated
212,14e5dba73b283dc7fe0939859a0b15ea,Xbox360,xbox360 videogameconsole xbox elite
213,14e8504e664c872a831f2243b19a18a9,GameTable,gametable airhockeytable air airhockey bla hockey table
214,14e924565ea58a7645c6cb69e0968783,Chair,chair dania contemporary modern
215,14f4027490a165a6c017de3427505dac,Chair,chair couch attributestrain divan sessel sofa barhocker bed bett bureau cell cellphone fernseher furniture glas glass handy hocker kommode mobel moebel phone stool stuhl tisch tish tv wohnzimmer
216,14fc5be1b05c2c0be85794c56c95b203,Computer,computer laptop notebook 
217,14fd6547b099591c197217e886092ceb,Plant,plant flora life bougainvillea high poly trellis bush flower landscape architecture materials shrub
218,151916d8cacda1691c352d02061b3f7,Bookcase,bookcase 5shelves shelf iss designs modular shelving w semi wall mounted system with db shelves modern issdesigns issdesign bookcases book display ikea workspaces workspace room divider desk file cabinets compression poles aluminum quad office george nelson omni comprehensive storage css apartment loft
219,151b2df36e08a13fafeeb1a322c90696,Couch,couch divan sessel sofa barhocker bed bett bureau cell cellphone chair fernseher furniture glas glass handy hocker kitchen kommode mobel moebel phone schrank stool stuhl tisch tish tv wohnzimmer
220,151fccb37c2d51b0b82fa571a1cdbf24,Computer,computer laptop toyota netbook red unfinished
221,1522e8a4da7c05bd76d20e73c57c9a03,Faucet,faucet showerhead baliza touch clean reg raincan by brizo rp pc bath bathroom design brilliance brass brushed bronze polished nickel chrome igloo studios kitchen and product connect venetian
222,15290e3d21f429372af07afc7a68d50,Desk,desk stanfordscenedbmodels bryce computer generic lol spongebob
223,152a850e5016fdd6e0771d4c079a0ec2,ChestOfDrawers,chestofdrawers chest of drawers bureau dresser trunk
224,152d5ec41fde7549e1caf415acc56c13,_StanfordSceneDBModels, stanfordscenedbmodels flask florence boiling chemistry experiment free spirit liquids pyrex scientists test samples
225,152e101f3ab53701d810b14a81e12eca,Table,table endtable roundtable coffee cocktail round by smart furniture r f shelf shelves
226,15330d6a853a08b1ab0b172d4dea80cd,Computer,computer laptop attributestrain apple pcbook air airport extreme base station i ibook inc interactive television box ipad phone iphone mac touch blueberry clamshell book bookair camera cellular chromatic classic computers concept cube design detailed gb gen generation ipod keyboard macair macbook macbookair macintosh mobile o new notebook old open os x performance powemac quicktake safari steve jobs youtube
227,1539b4cfe837d3e0f50772e7faf419f8,Table,table accenttable drawer furniture
228,153e1abd93316e1348b32921f59859bf,WasherDryerSet,washerdryerset washer dryer stacked in appliance architecture clothes laundry stack stackable wash
229,154d29c6a51fbdf870a43c2d978e502e,_StanfordSceneDBModels, stanfordscenedbmodels toilet can commode crapper pot potty stool throne cooking boil heat kitchen
